"blockgroup","taz2","taz2_share"
60750301011,270,1
60750301012,242,1
60750301013,243,1
60750301014,241,1
60750301021,271,1
60750301022,272,1
60750301023,291,1
60750302011,238,1
60750302012,273,1
60750302013,275,1
60750302021,277,1
60750302022,276,1
60750302023,331,1
60750303011,278,1
60750303012,274,1
60750303013,280,1
60750303014,282,1
60750303021,283,1
60750303022,332,1
60750303023,281,1
60750304001,642,1
60750304002,297,1
60750304003,296,1
60750304004,284,1
60750304005,299,1
60750305001,302,1
60750305002,302,1
60750305003,300,1
60750306001,303,1
60750306002,305,1
60750306003,304,1
60750307001,643,0.376757263355201
60750307001,644,0.623242736644798
60750307002,645,1
60750307003,326,1
60750308001,102,0.701492537313433
60750308001,641,0.298507462686567
60750308002,103,1
60750308003,104,1
60750308004,101,1
60750308005,329,1
60750309001,108,1
60750309002,109,1
60750309003,105,1
60750309004,106,1
60750309005,107,1
60750309006,110,1
60750309007,111,1
60750310001,112,1
60750310002,127,1
60750310003,128,1
60750311001,129,1
60750311002,131,1
60750311003,133,1
60750311004,132,1
60750311005,130,1
60750312011,453,1
60750312012,454,1
60750312013,455,1
60750312014,456,1
60750312021,457,1
60750312022,458,1
60750313011,459,1
60750313012,460,1
60750313013,485,1
60750313021,486,1
60750313022,487,1
60750313023,488,0.725788900979325
60750313023,635,0.274211099020675
60750314001,135,1
60750314002,134,1
60750314003,138,1
60750314004,137,1
60750314005,136,1
60750326011,489,1
60750326012,490,1
60750326013,491,1
60750326021,492,1
60750326022,493,1
60750326023,494,1
60750327001,141,1
60750327002,140,1
60750327003,142,1
60750327004,144,1
60750327005,145,1
60750327006,143,1
60750327007,139,1
60750328011,495,1
60750328012,496,1
60750328013,497,1
60750328021,498,1
60750328022,499,1
60750328023,500,1
60750329011,501,1
60750329012,502,1
60750329013,503,1
60750329014,504,1
60750329021,505,1
60750329022,506,1
60750329023,507,1
60750330001,164,1
60750330002,165,1
60750330003,166,1
60750330004,167,1
60750330005,163,1
60750330006,162,1
60750331001,171,1
60750331002,170,1
60750331003,169,1
60750331004,168,1
60750332011,279,0.221020092735703
60750332011,640,0.778979907264297
60750332031,533,0.513186813186813
60750332031,639,0.486813186813187
60750332032,533,1
60750332041,534,1
60750332042,73,1
60750332043,535,1
60750351001,174,1
60750351002,175,1
60750351003,176,1
60750351004,177,1
60750351005,179,1
60750351006,178,1
60750351007,180,1
60750352011,182,1
60750352012,0,0
60750352012,202,1
60750352013,203,1
60750352014,536,1
60750352015,204,1
60750352021,172,1
60750352022,173,1
60750352023,181,1
60750353001,207,1
60750353002,208,1
60750353003,209,1
60750353004,211,1
60750353005,210,1
60750353006,206,1
60750354001,0,0
60750354001,213,1
60750354002,214,1
60750354003,215,1
60750354004,537,1
60750354005,212,1
60750401001,218,1
60750401002,219,1
60750401003,216,1
60750401004,217,1
60750402001,223,1
60750402002,222,1
60750402003,221,1
60750402004,220,1
60750426011,538,1
60750426012,539,1
60750426021,540,1
60750426022,541,1
60750426023,542,1
60750427001,245,1
60750427002,244,1
60750427003,224,1
60750428001,247,1
60750428002,0,0
60750428002,74,1
60750428003,246,1
60750451001,250,1
60750451002,248,1
60750451003,249,1
60750452001,252,1
60750452002,255,1
60750452003,253,1
60750452004,254,1
60750452005,251,1
60750476001,256,1
60750476002,257,1
60750476003,258,1
60750476004,259,1
60750477011,205,1
60750477012,262,1
60750477013,263,1
60750477021,333,1
60750477022,260,1
60750477023,264,1
60750478011,543,1
60750478012,75,1
60750478013,544,1
60750478021,545,1
60750478022,546,1
60750478023,547,1
60750479011,266,1
60750479012,0,0
60750479012,76,1
60750479013,548,1
60750479014,265,1
60750479015,268,1
60750479021,267,1
60750479022,269,1
60750479023,261,1
60750601001,0,0
60750601001,286,0.630630630630631
60750601001,584,0.369369369369369
60750604001,0,0
60750604001,287,0.688311688311688
60750604001,633,0.311688311688312
60750604001,634,0
60750605021,321,1
60750605022,322,1
60750605023,323,1
60750607001,0,0
60750607001,288,0.0315423683507084
60750607001,289,0.0133654103180968
60750607001,290,0
60750607001,586,0.554129911788292
60750607001,605,0.0593424218123496
60750607001,606,0.134990644212777
60750607001,607,0.141673349371826
60750607001,651,0.0649558941459503
60750607002,289,0
60750607002,605,1
60750607003,290,1
60750610001,0,0
60750610001,294,0.984463276836158
60750610001,631,0.0155367231638418
60750610002,295,0.710407239819005
60750610002,632,0.289592760180995
60750611001,549,1
60750611002,550,1
60750611003,551,1
60750612001,43,1
60750612002,553,1
60750614001,573,1
60750614002,574,1
60750614003,575,1
60750615001,0,0
60750615001,581,0.220853858784893
60750615001,590,0.665024630541872
60750615001,597,0.114121510673235
60750615002,27,1
60750615003,0,0
60750615003,81,1
60750615004,38,1
60750615005,39,1
60750615006,0,0
60750615006,419,1
60759802001,0,0
60759802001,77,1
60759803001,0,0
60759803001,576,0
60759803001,649,1
60759804011,0,0
60759804011,287,0
60759805011,78,1
60759806001,0,0
60759806001,79,1
60759809001,0,0
60759809001,578,0.0273972602739726
60759809001,582,0.0410958904109589
60759809001,583,0.349315068493151
60759809001,615,0.410958904109589
60759809001,616,0
60759809001,617,0.00684931506849315
60759809001,618,0.13013698630137
60759809001,619,0.0342465753424658
60759809001,620,0
60759809001,621,0
60759901000,0,0
60816001001,0,0
60816001001,100071,1
60816001001,100463,0
60816001002,100071,1
60816001003,100071,1
60816002001,100165,1
60816002002,100166,1
60816003001,100167,1
60816003002,100372,1
60816004011,100201,1
60816004012,100202,1
60816004021,100173,1
60816004022,100110,1
60816004023,100203,1
60816005001,100375,1
60816005002,100168,1
60816005003,100374,1
60816005004,100437,1
60816005005,100347,1
60816006001,100192,1
60816006002,100191,1
60816007001,100195,1
60816007002,100193,1
60816007003,100194,1
60816007004,100196,1
60816008001,100197,1
60816008002,100197,1
60816008003,100246,1
60816008004,100246,1
60816009001,100199,1
60816009002,0,0
60816009002,100376,1
60816010001,0,0
60816010001,100224,1
60816010002,100224,1
60816010003,100224,1
60816010004,100224,1
60816011001,100227,1
60816011002,100228,1
60816011003,100230,1
60816011004,100226,1
60816011005,100228,1
60816012001,100247,1
60816012002,100073,1
60816012003,100410,1
60816012004,100073,1
60816013001,100413,1
60816013002,100204,1
60816013003,100412,1
60816013004,100204,1
60816014001,100257,1
60816014002,100258,1
60816014003,100259,1
60816015011,100109,1
60816015012,100108,1
60816015013,100107,1
60816015021,100106,1
60816015022,100105,1
60816016011,100451,1
60816016012,100409,1
60816016031,100293,1
60816016032,100294,1
60816016033,100293,1
60816016041,100260,1
60816016051,100271,1
60816016052,100272,1
60816016053,100273,1
60816016054,100274,1
60816017001,100050,1
60816017002,100027,1
60816017003,100051,1
60816018001,100452,1
60816018002,100453,1
60816019011,100111,1
60816019012,100206,1
60816019013,100207,1
60816019021,100231,1
60816019022,100112,1
60816019023,100232,1
60816020001,100454,1
60816020002,100052,1
60816020003,100052,1
60816020004,100052,1
60816020005,100052,1
60816021001,100056,1
60816021002,100057,1
60816021003,100076,1
60816022001,100077,1
60816022002,100078,1
60816022003,100078,1
60816022004,100078,1
60816023001,0,0
60816023001,100015,0.0586011342155009
60816023001,100427,0
60816023001,100466,0.941398865784499
60816024001,100455,1
60816024002,100081,1
60816024003,100233,1
60816024004,100234,1
60816025001,100235,1
60816025002,100082,0.872941176470588
60816025002,100235,0.127058823529412
60816025003,100235,1
60816026001,100083,1
60816026002,100084,1
60816026003,100263,1
60816026004,100264,1
60816027001,100292,1
60816027002,100292,1
60816027003,100385,1
60816027004,100270,1
60816028001,100261,1
60816028002,100261,1
60816028003,100262,1
60816029001,0,0
60816029001,100012,1
60816029002,100383,1
60816030001,100384,1
60816030002,100384,1
60816030003,100416,1
60816030004,0,0
60816030004,100013,1
60816031001,100417,1
60816031002,0,0
60816031002,100014,1
60816032001,100420,1
60816032002,100419,1
60816032003,100418,1
60816032004,0,0
60816032004,100016,1
60816033001,100421,1
60816033002,100422,1
60816033003,100017,1
60816034001,100018,1
60816034002,100285,1
60816034003,100286,1
60816034004,100287,1
60816037001,100459,1
60816037002,100458,1
60816038011,100265,1
60816038021,100266,1
60816038022,100137,1
60816039001,100461,1
60816039002,100296,1
60816039003,100021,1
60816039004,100462,1
60816039005,100462,1
60816039006,100021,1
60816040001,100023,1
60816040002,100022,1
60816040003,100024,1
60816041011,100043,1
60816041012,100046,1
60816041013,100019,1
60816041021,100025,1
60816041021,100464,0
60816041021,100465,0
60816042001,100020,1
60816042002,100020,1
60816042003,100042,1
60816044001,100298,1
60816044002,0,0
60816044002,100044,1
60816044003,100297,1
60816045001,100332,1
60816045002,100331,1
60816045003,100299,1
60816046001,100045,1
60816046002,100333,1
60816047001,100334,1
60816047002,100335,1
60816048001,100381,1
60816048002,100379,1
60816048003,100380,1
60816049001,100074,1
60816049002,100382,1
60816050001,100099,1
60816050002,100100,1
60816050003,100048,1
60816050004,100047,1
60816050005,100075,1
60816051001,100072,1
60816051002,0,0
60816051002,100101,1
60816052001,100103,1
60816052002,100104,1
60816052003,100102,1
60816052004,100128,1
60816053001,100130,1
60816053002,100129,1
60816053003,100049,1
60816053004,100131,1
60816054001,100136,1
60816054002,100133,1
60816054003,100132,1
60816054004,100134,1
60816054005,0,0
60816054005,100135,1
60816055001,100162,1
60816055002,100164,1
60816055003,100163,1
60816056001,100116,1
60816056002,100239,1
60816056003,100240,1
60816056004,100307,1
60816057001,100242,1
60816057002,100309,1
60816057003,100308,1
60816057004,100241,1
60816058001,100038,1
60816058002,100037,1
60816058003,100039,1
60816059001,100040,1
60816059002,100041,1
60816059003,100063,1
60816060001,100117,1
60816060002,100064,1
60816061001,0,0
60816061001,100065,1
60816061002,100066,1
60816061003,100067,1
60816062001,100091,1
60816062002,100069,1
60816062003,100070,1
60816062004,100068,1
60816063001,100095,1
60816063002,100093,1
60816063003,100092,1
60816064001,100322,1
60816064002,100323,1
60816064003,100324,1
60816064004,100267,1
60816065001,100326,1
60816065002,100328,1
60816065003,100327,1
60816065004,100325,1
60816066001,100329,1
60816066002,100330,1
60816066003,100094,1
60816067001,100276,1
60816067002,100310,1
60816068001,100311,1
60816068002,100311,1
60816069001,100238,1
60816069002,100237,1
60816070001,100097,1
60816070002,100097,1
60816071001,100122,1
60816071002,100098,1
60816071003,100096,1
60816072001,100125,1
60816072002,100124,1
60816073001,100126,1
60816073002,100154,1
60816073003,100126,1
60816074001,100156,1
60816074002,100157,1
60816074003,100155,1
60816075001,100158,1
60816076001,100123,1
60816076002,100123,1
60816076003,100123,1
60816076004,100123,1
60816077011,100186,1
60816077012,100185,1
60816077013,100184,1
60816077021,100187,1
60816077022,100188,1
60816078001,0,0
60816078001,100189,1
60816078002,100174,1
60816079001,100200,1
60816079002,100268,1
60816079003,0,0
60816079003,100200,1
60816080011,100177,1
60816080012,0,0
60816080012,100151,1
60816080021,0,0
60816080021,100180,1
60816080022,0,0
60816080022,100178,1
60816080023,0,0
60816080023,100178,1
60816080041,0,0
60816080041,100183,1
60816080042,100182,1
60816080043,0,0
60816080043,100198,1
60816080044,0,0
60816080044,100300,1
60816080131,0,0
60816080131,100179,1
60816080132,100181,1
60816080133,0,0
60816080133,100211,1
60816080231,0,0
60816080231,100190,1
60816080232,100212,1
60816081001,0,0
60816081001,100213,1
60816082001,0,0
60816082001,100214,1
60816083001,0,0
60816083001,100215,1
60816083002,0,0
60816083002,100301,1
60816084001,0,0
60816084001,100217,1
60816084002,0,0
60816084002,100216,1
60816084003,100216,1
60816085011,100218,1
60816085012,100219,1
60816085013,100221,1
60816085014,100220,1
60816085021,100222,1
60816086001,100032,1
60816086002,0,0
60816086002,100032,1
60816086003,100032,1
60816087001,100062,1
60816087002,100059,1
60816087003,100059,1
60816087004,100085,1
60816087005,100061,1
60816088001,100088,1
60816088002,100089,1
60816088003,100087,1
60816088004,100090,1
60816088005,100086,1
60816089001,100344,1
60816089002,100303,1
60816089003,0,0
60816089003,100304,1
60816089004,100305,1
60816090001,100115,1
60816090002,100113,1
60816091001,100345,1
60816091002,100009,1
60816092011,100138,1
60816092012,100139,1
60816092013,100139,1
60816092021,100140,1
60816092022,100336,1
60816093001,100011,1
60816093002,100010,1
60816094001,100034,1
60816095001,100036,1
60816095002,100035,1
60816096011,100346,1
60816096021,100438,1
60816096031,100435,1
60816096032,100349,1
60816096033,100348,1
60816096034,100436,1
60816097001,100152,1
60816097002,100351,1
60816098001,100357,1
60816098002,100352,1
60816098003,100356,1
60816098004,100350,1
60816099001,100026,1
60816099002,100354,1
60816100001,100360,1
60816100002,100355,1
60816100003,100361,1
60816101001,100362,1
60816102011,100288,1
60816102012,100288,1
60816102013,100289,1
60816102014,100337,1
60816102021,0,0
60816102021,100290,1
60816102031,100402,1
60816102032,100370,1
60816103021,0,0
60816103021,100338,1
60816103031,100340,1
60816103032,0,0
60816103032,100405,1
60816103033,0,0
60816103033,100339,1
60816103034,0,0
60816103034,100340,1
60816103041,100407,1
60816103042,0,0
60816103042,100225,1
60816103043,0,0
60816103043,100236,1
60816104001,100441,1
60816104002,100341,1
60816105001,100467,1
60816105002,100315,1
60816105003,100317,1
60816105004,100318,1
60816106011,100319,1
60816106012,100363,1
60816106013,100320,1
60816106021,100291,1
60816106022,100291,1
60816106023,100291,1
60816107001,100442,1
60816107002,100342,1
60816108001,100443,1
60816108002,100343,1
60816109001,100445,1
60816109002,100446,1
60816109003,100444,1
60816109004,100386,1
60816110001,100448,1
60816110002,100450,1
60816110003,100449,1
60816110004,100447,1
60816111001,100153,1
60816111002,100006,1
60816111003,0,0
60816111003,100176,1
60816112001,100007,1
60816113001,100396,1
60816113002,100395,1
60816113003,100395,1
60816113004,100398,1
60816114001,100002,1
60816114002,100003,1
60816114003,100005,1
60816114004,100004,1
60816115001,100028,1
60816115002,100030,1
60816115003,100029,1
60816116001,100277,1
60816116002,100278,1
60816117001,100280,1
60816117002,100279,1
60816117003,100399,1
60816117004,0,0
60816117004,100387,0
60816118001,0,0
60816118001,100118,1
60816118002,100119,1
60816119001,100121,1
60816119002,0,0
60816119002,100146,1
60816119003,100120,1
60816119004,0,0
60816119004,100401,1
60816119005,100145,1
60816119006,100144,1
60816120001,100147,1
60816120002,100148,1
60816120003,100149,1
60816120004,100388,1
60816121001,100440,1
60816121002,100150,1
60816121003,100389,1
60816121004,100390,1
60816121005,100391,1
60816125001,100001,1
60816125002,100392,1
60816125003,100248,1
60816126001,100282,1
60816126002,100283,1
60816126003,100284,1
60816126004,100393,1
60816127001,100114,1
60816127002,100281,1
60816128001,100313,1
60816128002,100428,1
60816129001,100243,1
60816129002,100306,1
60816129003,100429,1
60816129004,100314,1
60816130001,100312,1
60816130002,0,0
60816130002,100275,1
60816132001,0,0
60816132001,100252,1
60816132002,100430,1
60816132003,100433,1
60816132004,100432,1
60816132005,100430,1
60816133001,100008,1
60816133002,100031,1
60816134001,100245,1
60816134002,100244,1
60816134003,100439,1
60816135011,0,0
60816135011,100434,1
60816135012,0,0
60816135012,100353,1
60816135021,100365,1
60816135022,0,0
60816135022,100223,1
60816135023,100223,1
60816135024,100223,1
60816136001,0,0
60816136001,100249,1
60816136002,100369,1
60816136003,100371,1
60816136004,0,0
60816136004,100371,1
60816137001,100251,1
60816137002,0,0
60816137002,100250,1
60816137003,0,0
60816137003,100394,1
60816137004,0,0
60816137004,100423,1
60816137005,100423,1
60816138001,0,0
60816138001,100368,1
60816138002,0,0
60816138002,100373,1
60816138003,0,0
60816138003,100255,1
60816138004,0,0
60816138004,100254,1
60816139001,100141,1
60816139002,100142,1
60816139003,100143,1
60816139004,100170,1
60816139005,100171,1
60816140001,100425,1
60816140002,100169,1
60816140003,100172,1
60819843001,0,0
60819843001,100426,0
60819901000,0,0
60855001001,200258,1
60855001002,200908,1
60855001003,200257,1
60855001004,200907,1
60855002001,200906,1
60855002002,200905,0
60855002003,200904,1
60855002004,200307,1
60855003001,200158,1
60855003002,200949,1
60855004001,200859,1
60855004002,200972,1
60855005001,200857,1
60855005002,200259,1
60855005003,200855,1
60855005004,200860,1
60855005005,200856,1
60855006001,200808,1
60855006002,200858,1
60855006003,200921,1
60855008001,200160,0.409356725146199
60855008001,201092,0.590643274853801
60855008002,200172,1
60855009011,200920,1
60855009012,200919,1
60855009021,200309,1
60855009022,200128,1
60855010001,200917,1
60855010002,200916,1
60855010003,200915,1
60855010004,200914,1
60855010005,200912,1
60855011011,200869,1
60855011012,200177,1
60855011021,200913,1
60855011022,200312,1
60855011023,200312,1
60855012001,200868,1
60855012002,200870,1
60855012003,200867,1
60855012004,200864,1
60855013001,200866,1
60855013002,200865,1
60855013003,200863,1
60855013004,200762,1
60855014011,200871,1
60855014012,200364,1
60855014021,200817,1
60855014022,200816,1
60855015011,200302,1
60855015012,200302,1
60855015021,200814,1
60855015022,200815,1
60855016001,200813,1
60855016002,200310,1
60855016003,200812,1
60855016004,200811,1
60855016005,200810,1
60855017001,200103,1
60855017002,200809,1
60855017003,200764,1
60855017004,200304,1
60855018001,200162,1
60855018002,200161,1
60855018003,200763,1
60855018004,200760,1
60855019001,200758,1
60855019002,200173,1
60855020011,200757,1
60855020012,200603,0.00831024930747922
60855020012,200756,0.991689750692521
60855020013,200712,1
60855020014,200192,1
60855020021,200218,1
60855020022,200218,1
60855020023,200218,1
60855021011,201072,1
60855021012,200711,1
60855021013,200708,1
60855021021,200709,1
60855021022,200710,1
60855021023,200707,1
60855021024,200706,1
60855022011,200033,1
60855022012,200831,1
60855022021,200940,1
60855022022,200989,1
60855022023,200664,1
60855023011,200200,1
60855023012,200084,1
60855023021,200663,1
60855023022,200501,1
60855024001,200456,1
60855024002,200452,1
60855024003,200500,1
60855024004,200454,1
60855024005,200032,1
60855024006,200453,1
60855024007,200455,1
60855025001,200406,1
60855025002,200407,1
60855025003,200405,1
60855025004,200404,1
60855025005,200487,1
60855025006,200203,1
60855026011,200457,1
60855026012,200401,1
60855026013,200862,1
60855026031,200054,1
60855026032,200402,1
60855026033,200400,1
60855026041,200204,1
60855026042,200021,1
60855026043,200021,1
60855027011,200403,1
60855027012,200349,1
60855027013,0,0
60855027013,200759,1
60855027021,200451,1
60855027022,200416,1
60855027023,200347,1
60855027024,200100,1
60855027025,200071,1
60855028001,200344,1
60855028002,200211,1
60855028003,200345,1
60855029011,200415,1
60855029012,200287,1
60855029013,200287,1
60855029014,200348,1
60855029021,200861,1
60855029022,200286,1
60855029023,200285,1
60855029031,200283,1
60855029032,201054,1
60855029033,201053,1
60855029061,200212,1
60855029062,200088,1
60855029063,200088,1
60855029071,201049,1
60855029072,201052,1
60855029081,201004,1
60855029082,201048,1
60855029083,201002,1
60855029091,201000,1
60855029092,201000,1
60855029093,201000,1
60855029094,201050,1
60855029101,200491,1
60855029102,200491,1
60855029103,200221,1
60855029104,201051,1
60855030011,200999,1
60855030012,200488,1
60855030013,200284,1
60855030021,200998,1
60855030022,200953,1
60855030031,200903,1
60855030032,200903,1
60855030033,200956,1
60855030034,200951,1
60855031051,200189,1
60855031081,200901,1
60855031082,200092,1
60855031083,200303,1
60855031084,200113,1
60855031101,200365,1
60855031102,200615,1
60855031103,200051,1
60855031111,200112,1
60855031112,200030,1
60855031113,200747,1
60855031121,200900,1
60855031122,200898,1
60855031131,200191,1
60855031132,200899,1
60855031151,200159,0.538554703270085
60855031151,201082,0
60855031151,201083,0.346790472345579
60855031151,201084,0.114654824384336
60855031161,200110,1
60855031162,200109,1
60855031171,200111,1
60855031172,200111,1
60855031181,200174,1
60855031182,200311,1
60855031183,200368,1
60855031211,200188,1
60855031212,200369,1
60855031221,200102,1
60855031222,200102,1
60855031231,200052,1
60855031232,200052,1
60855032041,200849,1
60855032042,200854,1
60855032043,201027,1
60855032044,200982,1
60855032045,200854,1
60855032071,200614,1
60855032072,200614,1
60855032081,200852,1
60855032082,200850,1
60855032101,200696,1
60855032102,200981,1
60855032111,200133,1
60855032112,200542,1
60855032121,200848,1
60855032122,200226,1
60855032123,200851,1
60855032131,200873,1
60855032132,200873,1
60855032141,200798,1
60855032142,200902,1
60855032171,200801,1
60855032172,200853,1
60855032173,200799,1
60855032181,201028,1
60855032182,200797,1
60855033041,200535,1
60855033042,200748,1
60855033043,200748,1
60855033044,200571,1
60855033051,200796,1
60855033052,200450,1
60855033053,200840,1
60855033061,200136,1
60855033062,200050,1
60855033063,200544,1
60855033121,200141,1
60855033122,200980,1
60855033123,200139,1
60855033131,200569,1
60855033132,200567,1
60855033133,200692,1
60855033151,200694,1
60855033152,200570,1
60855033153,200497,1
60855033211,0,0
60855033211,200494,1
60855033212,200646,1
60855033221,200818,1
60855033222,200495,1
60855033223,200566,1
60855033231,200595,1
60855033232,200645,1
60855033241,200597,1
60855033242,200593,1
60855033251,200151,1
60855033252,200151,1
60855033261,200305,1
60855033262,200163,1
60855033271,200596,1
60855033272,200745,1
60855033273,200979,1
60855033291,200150,1
60855033292,200231,1
60855033301,200155,1
60855033302,200155,1
60855033303,200306,1
60855033311,200642,1
60855033312,200642,1
60855033321,200165,1
60855033322,200126,1
60855033323,200121,1
60855033324,200164,1
60855033331,200153,1
60855033332,200122,1
60855033341,200154,1
60855033342,200123,1
60855033343,200127,1
60855033361,200693,1
60855033362,200230,1
60855033371,200978,1
60855033372,200697,1
60855034011,200034,1
60855034012,200034,1
60855034013,200034,1
60855034021,200049,1
60855034022,200029,1
60855034023,200029,1
60855035041,200716,1
60855035042,200547,1
60855035043,200138,1
60855035044,200138,1
60855035045,200228,1
60855035061,200445,1
60855035062,200548,1
60855035063,200137,1
60855035071,200232,1
60855035072,200229,1
60855035081,200643,1
60855035082,200698,1
60855035091,200568,1
60855035092,200132,1
60855035093,200140,1
60855035101,200800,1
60855035102,200695,1
60855035103,200886,1
60855035111,200449,1
60855035112,200496,1
60855036011,200543,1
60855036012,200498,1
60855036021,200446,1
60855036022,200367,1
60855036023,200366,1
60855037031,200187,1
60855037032,200546,1
60855037033,200545,1
60855037071,200520,1
60855037072,200398,1
60855037073,200447,1
60855037081,200397,1
60855037082,200954,1
60855037091,200396,1
60855037092,200179,1
60855037093,200182,1
60855037101,200166,1
60855037102,200167,1
60855037111,200142,1
60855037112,200143,1
60855037113,200448,1
60855037121,200399,1
60855037122,200168,1
60855037131,200170,1
60855037132,200169,1
60855038021,200444,1
60855038022,200395,1
60855038023,200969,1
60855038024,200233,1
60855038031,200342,1
60855038032,200968,1
60855038041,200171,1
60855038042,200394,1
60855038043,200178,1
60855039021,200181,1
60855039022,200185,1
60855039023,200690,1
60855039024,200180,1
60855039031,200245,1
60855039032,200244,1
60855040011,200186,1
60855040012,200282,1
60855040013,200145,1
60855040021,200341,1
60855040022,200519,1
60855041011,200967,1
60855041012,200340,1
60855041021,200339,1
60855041022,200281,1
60855041023,200338,1
60855042011,200279,1
60855042012,200966,1
60855042013,200278,1
60855042021,200277,1
60855042022,200277,1
60855042023,200964,1
60855043071,200183,1
60855043072,200184,1
60855043081,200275,1
60855043082,200274,1
60855043083,200276,1
60855043111,201074,1
60855043112,200807,1
60855043113,200040,1
60855043141,200802,1
60855043142,200803,1
60855043143,200755,1
60855043144,200190,1
60855043151,200754,1
60855043152,200753,1
60855043153,200751,1
60855043154,200031,1
60855043155,200280,1
60855043161,200752,1
60855043162,200804,1
60855043163,200750,1
60855043171,200201,1
60855043172,200705,1
60855043181,200703,1
60855043182,201073,1
60855043183,200057,1
60855043191,200700,1
60855043192,200699,1
60855043193,200994,1
60855043201,200246,1
60855043202,200246,1
60855043211,200652,1
60855043212,200193,1
60855043213,200653,1
60855043221,200196,1
60855043222,200202,1
60855043223,200195,1
60855043231,200806,1
60855043232,200053,1
60855043233,200130,1
60855044101,200651,1
60855044102,200247,1
60855044111,200702,1
60855044112,200649,1
60855044121,200197,1
60855044122,200650,1
60855044123,200650,1
60855044124,200650,1
60855044131,200819,1
60855044141,0,0
60855044141,200823,1
60855044142,200821,1
60855044143,0,0
60855044143,200250,1
60855044151,200872,1
60855044152,200208,1
60855044153,200147,1
60855044161,200648,1
60855044162,200718,1
60855044171,200106,1
60855044181,200198,1
60855044182,200518,1
60855044183,200209,1
60855044201,200248,1
60855044202,200248,1
60855044203,200248,1
60855044211,200206,1
60855044212,200822,1
60855044213,200207,1
60855044221,200874,1
60855044222,200805,1
60855044231,200194,1
60855045041,200105,1
60855045042,200220,0
60855045043,200144,1
60855045044,200249,0.381647549530761
60855045044,201079,0.238269030239833
60855045044,201080,0.328988529718457
60855045044,201081,0.0510948905109489
60855045051,200104,1
60855045052,200824,1
60855045053,200770,1
60855045061,200148,1
60855045062,200219,1
60855045063,200146,1
60855045071,200771,1
60855045072,200771,1
60855045073,200771,1
60855045074,200771,1
60855046011,0,0
60855046011,200768,0.997109826589595
60855046011,201087,0.00289017341040462
60855046021,0,0
60855046021,200626,1
60855046021,201088,0
60855046021,201089,0
60855047001,200933,1
60855048021,200932,1
60855048022,200929,1
60855048023,200884,1
60855048031,200654,1
60855048032,200930,1
60855048051,200606,1
60855048052,200606,1
60855048061,200640,1
60855048062,200640,1
60855049011,200486,1
60855050011,200883,1
60855050012,200485,1
60855050013,200234,1
60855050014,200881,1
60855050015,200235,1
60855050061,200251,1
60855050062,200236,0.934253780407627
60855050062,201076,0.0657462195923734
60855050071,200010,1
60855050072,200010,1
60855050081,200224,1
60855050082,200225,0
60855050091,200223,1
60855050092,200120,1
60855050093,200131,1
60855051001,200833,1
60855051002,200879,1
60855052021,200605,1
60855052022,200604,1
60855052023,200484,1
60855052023,201077,0
60855052023,201078,0
60855052031,200432,1
60855052032,200480,1
60855053011,200434,1
60855053012,200433,1
60855053013,200435,1
60855053014,200934,1
60855053021,200430,1
60855053022,200431,1
60855053031,200384,1
60855053032,200383,1
60855053033,200382,1
60855053034,200326,1
60855053041,200380,1
60855053042,200379,1
60855053043,200378,1
60855053044,200385,1
60855053051,200238,1
60855053052,200328,1
60855053053,200381,1
60855053054,200327,1
60855054011,200324,1
60855054012,200325,1
60855054013,200273,1
60855054014,200322,1
60855054015,200329,1
60855054021,200323,1
60855054022,200321,1
60855054031,201047,1
60855054032,201046,1
60855054033,201043,1
60855055001,201044,1
60855055002,201042,1
60855055003,200012,1
60855056001,200011,1
60855056002,200011,1
60855056003,201040,1
60855057001,201039,1
60855057002,200997,1
60855057003,200992,1
60855057004,200991,1
60855058001,200990,1
60855058002,200629,1
60855058003,200948,1
60855058004,200602,1
60855059001,200993,1
60855059002,200947,1
60855059003,200601,1
60855059004,200600,1
60855059005,200945,1
60855060001,200946,1
60855060002,200944,1
60855060003,200896,1
60855060004,200386,1
60855061011,200897,1
60855061012,200943,1
60855061013,200556,1
60855061021,200895,1
60855061022,200894,1
60855061031,200847,1
60855061032,200845,1
60855061033,200846,1
60855061034,200846,1
60855062021,200844,1
60855062022,200598,1
60855062023,200893,1
60855062031,200243,1
60855062032,200554,1
60855062033,200243,1
60855062041,200843,1
60855062042,200599,1
60855062043,200551,1
60855062044,200553,1
60855063011,200555,1
60855063012,200308,1
60855063013,200550,1
60855063014,200505,1
60855063021,200503,1
60855063022,200503,1
60855063023,200503,1
60855063041,200003,1
60855063042,200003,1
60855063043,200003,1
60855063051,200557,1
60855063052,200641,1
60855063053,200002,1
60855063054,200004,1
60855064011,200242,1
60855064012,200156,1
60855064021,200638,1
60855064022,200636,1
60855064023,200637,1
60855064024,200363,1
60855065011,200589,1
60855065012,200589,1
60855065013,200589,1
60855065021,200070,1
60855065022,200070,1
60855065023,0,0
60855065023,200067,1
60855065031,200362,1
60855065032,200639,1
60855065033,200429,1
60855066011,200590,1
60855066012,200634,1
60855066013,200481,1
60855066031,200832,1
60855066032,200878,1
60855066033,200482,1
60855066041,200588,1
60855066042,200635,1
60855066043,200779,1
60855066044,200586,1
60855066045,200361,1
60855066051,200793,1
60855066052,200587,1
60855066061,200360,1
60855066062,200584,1
60855066063,200585,1
